"","dg_id","player_name","tour_rounds","dg_player_name","espn_id","birthdate","birthplace","college","swing","turned_pro","link"
"1088",11499,"Sullivan, Patrick",0,NA,NA,NA,NA,NA,NA,NA,NA
"1089",11673,"Finau, Gipper",0,NA,NA,NA,NA,NA,NA,NA,NA
"1090",11679,"Nicoletti, Michael",0,NA,NA,NA,NA,NA,NA,NA,NA
"1091",11900,"Dominguez, Emilio",0,NA,NA,NA,NA,NA,NA,NA,NA
"1092",12074,"Mechereffe, Fernando",0,NA,NA,NA,NA,NA,NA,NA,NA
"1093",12392,"Swanson, Ryan",0,NA,NA,NA,NA,NA,NA,NA,NA
"1094",12401,"Randall, Dwayne",0,NA,NA,NA,NA,NA,NA,NA,NA
"1095",12416,"Weaver, Drew",0,NA,NA,NA,NA,NA,NA,NA,NA
"1096",12445,"Smith, Ted",0,NA,NA,NA,NA,NA,NA,NA,NA
"1097",12826,"Beaufils, Ray",0,NA,NA,NA,NA,NA,NA,NA,NA
"1098",12834,"Younan, Jake",0,NA,NA,NA,NA,NA,NA,NA,NA
"1099",12975,"Hart, Adam",0,NA,NA,NA,NA,NA,NA,NA,NA
"1100",12982,"Murphy, Trevor",0,NA,NA,NA,NA,NA,NA,NA,NA
"1101",13104,"Blakefield, Mark",0,NA,NA,NA,NA,NA,NA,NA,NA
"1102",13131,"Hakula, Toni",0,NA,NA,NA,NA,NA,NA,NA,NA
"1103",13201,"Gaviño, Santiago",0,NA,NA,NA,NA,NA,NA,NA,NA
"1104",13220,"Garcia, Andres",0,NA,NA,NA,NA,NA,NA,NA,NA
"1105",13288,"Woltman, Dan",0,NA,NA,NA,NA,NA,NA,NA,NA
"1106",13520,"Hodge, Jonathan",0,NA,NA,NA,NA,NA,NA,NA,NA
"1107",13621,"León, Horacio",0,NA,NA,NA,NA,NA,NA,NA,NA
"1108",13681,"Blaauw, Jacques",0,"Blaauw, Jacques",4071,NA,NA,NA,"Right",NA,"https://www.espn.com/golf/player/_/id/4071/jacques-blaauw"
"1109",13740,"Chan, Lorens",0,NA,NA,NA,NA,NA,NA,NA,NA
"1110",13812,"Vanegas, David",0,NA,NA,NA,NA,NA,NA,NA,NA
"1111",13815,"Arnaud, Michael",0,NA,NA,NA,NA,NA,NA,NA,NA
"1112",13973,"Holmes, David",0,NA,NA,NA,NA,NA,NA,NA,NA
"1113",14008,"Nagy, Matt",0,NA,NA,NA,NA,NA,NA,NA,NA
"1114",14011,"Spears, Ryan",0,NA,NA,NA,NA,NA,NA,NA,NA
"1115",14083,"Van Sickle, Mike",0,NA,NA,NA,NA,NA,NA,NA,NA
"1116",14188,"Larson, Jesse",0,NA,NA,NA,NA,NA,NA,NA,NA
"1117",14274,"Trimble, Blake",0,NA,NA,NA,NA,NA,NA,NA,NA
"1118",14274,"Trimble, Blake D.",0,NA,NA,NA,NA,NA,NA,NA,NA
"1119",14341,"Meierdierks, Eric",0,NA,NA,NA,NA,NA,NA,NA,NA
"1120",14373,"Campbell, Ben J.",0,NA,NA,NA,NA,NA,NA,NA,NA
"1121",14378,"MacPherson, Bryden",0,NA,NA,NA,NA,NA,NA,NA,NA
"1122",14405,"Mason, Nick",0,NA,NA,NA,NA,NA,NA,NA,NA
"1123",14486,"Benjamin, Brad",0,NA,NA,NA,NA,NA,NA,NA,NA
"1124",14561,"Fast, Matt",0,NA,NA,NA,NA,NA,NA,NA,NA
"1125",14620,"Mollica, Phillip",0,NA,NA,NA,NA,NA,NA,NA,NA
"1126",14702,"Phelan, Kevin",0,NA,NA,NA,NA,NA,NA,NA,NA
"1127",14807,"Winings, Andy",0,NA,NA,NA,NA,NA,NA,NA,NA
"1128",14821,"Todd, Jarin",0,NA,NA,NA,NA,NA,NA,NA,NA
"1129",14849,"Rousey, Nick",0,NA,NA,NA,NA,NA,NA,NA,NA
"1130",14865,"Kemmer, Dodge",0,NA,NA,NA,NA,NA,NA,NA,NA
"1131",14878,"Whitekiller, Trent",0,NA,NA,NA,NA,NA,NA,NA,NA
"1132",14923,"Gallman, Josh",0,NA,NA,NA,NA,NA,NA,NA,NA
"1133",14983,"Caron, Rowin",0,NA,NA,NA,NA,NA,NA,NA,NA
"1134",15118,"Dale, Sean",0,NA,NA,NA,NA,NA,NA,NA,NA
"1135",15121,"Lauer, Seath",0,NA,NA,NA,NA,NA,NA,NA,NA
"1136",15238,"Echavarría, Andrés",0,NA,NA,NA,NA,NA,NA,NA,NA
"1137",15240,"Marelli, Leandro",0,NA,NA,NA,NA,NA,NA,NA,NA
"1138",15270,"Carpenter, Alex",0,NA,NA,NA,NA,NA,NA,NA,NA
"1139",15329,"Bigley, Bryan",0,NA,NA,NA,NA,NA,NA,NA,NA
"1140",15395,"Buttacavoli, Michael",0,NA,NA,NA,NA,NA,NA,NA,NA
"1141",15402,"Newman, Jack",0,NA,NA,NA,NA,NA,NA,NA,NA
"1142",15405,"Chen, Zihao Z.",0,NA,NA,NA,NA,NA,NA,NA,NA
"1143",15423,"Cornelson, Adam",0,NA,NA,NA,NA,NA,NA,NA,NA
"1144",15449,"Hudson, Bobby",0,NA,NA,NA,NA,NA,NA,NA,NA
"1145",15454,"Fulford, Spence",0,NA,NA,NA,NA,NA,NA,NA,NA
"1146",15487,"Vázquez, Sebastián",0,NA,NA,NA,NA,NA,NA,NA,NA
"1147",15633,"Smith, Scott K.",0,NA,NA,NA,NA,NA,NA,NA,NA
"1148",15635,"Hurley, John",0,NA,NA,NA,NA,NA,NA,NA,NA
"1149",15658,"Kennerly, Billy",0,NA,NA,NA,NA,NA,NA,NA,NA
"1150",15700,"DeWald, Steele",0,NA,NA,NA,NA,NA,NA,NA,NA
"1151",15704,"Juszczyk, Joseph",0,NA,NA,NA,NA,NA,NA,NA,NA
"1152",15709,"Speirs, Jesse",0,NA,NA,NA,NA,NA,NA,NA,NA
"1153",15903,"Pumarol, Guillermo",0,NA,NA,NA,NA,NA,NA,NA,NA
"1154",15907,"Silva, Gustavo",0,NA,NA,NA,NA,NA,NA,NA,NA
"1155",15956,"Imondi, Paul",0,NA,NA,NA,NA,NA,NA,NA,NA
"1156",16099,"Mills, Corbin",0,NA,NA,NA,NA,NA,NA,NA,NA
"1157",16107,"Patel, Bhavik",0,NA,NA,NA,NA,NA,NA,NA,NA
"1158",16110,"Weaver, Michael",0,NA,NA,NA,NA,NA,NA,NA,NA
"1159",16137,"Ormand, Robby",0,NA,NA,NA,NA,NA,NA,NA,NA
"1160",16138,"Richey, Brian",0,NA,NA,NA,NA,NA,NA,NA,NA
"1161",16145,"Collins, Will",0,NA,NA,NA,NA,NA,NA,NA,NA
"1162",16229,"Proveaux, Cody",0,NA,NA,NA,NA,NA,NA,NA,NA
"1163",16236,"Bercun, Mauricio",0,NA,NA,NA,NA,NA,NA,NA,NA
"1164",16237,"Fernandez, Juan Diego",0,NA,NA,NA,NA,NA,NA,NA,NA
"1165",16305,"Cochran III, Rick",0,NA,NA,NA,NA,NA,NA,NA,NA
"1166",16308,"Kring, Kevin",0,NA,NA,NA,NA,NA,NA,NA,NA
"1167",16309,"Linton, Ryan",0,NA,NA,NA,NA,NA,NA,NA,NA
"1168",16311,"Newcomb, Patrick",0,NA,NA,NA,NA,NA,NA,NA,NA
"1169",16396,"Whitsett, Cory",0,"Whitsett, Cory",6928,NA,"United States","Alabama",NA,NA,"https://www.espn.com/golf/player/_/id/6928/cory-whitsett"
"1170",16410,"Sarnoff, Jake",0,NA,NA,NA,NA,NA,NA,NA,NA
"1171",16436,"Cortes, Raul",0,NA,NA,NA,NA,NA,NA,NA,NA
"1172",16440,"Rezentes, Zach",0,NA,NA,NA,NA,NA,NA,NA,NA
"1173",16488,"Browne, Jr., Olin",0,NA,NA,NA,NA,NA,NA,NA,NA
"1174",16597,"Zuluaga, Daniel",0,NA,NA,NA,NA,NA,NA,NA,NA
"1175",16709,"Villasana, Alejandro",0,NA,NA,NA,NA,NA,NA,NA,NA
"1176",16809,"Beringer, Eric",0,NA,NA,NA,NA,NA,NA,NA,NA
"1177",16810,"Borja, Piri",0,NA,NA,NA,NA,NA,NA,NA,NA
"1178",16909,"Harmeling, Evan",0,NA,NA,NA,NA,NA,NA,NA,NA
"1179",16997,"Ramirez, Ivan Camilo",0,NA,NA,NA,NA,NA,NA,NA,NA
"1180",17029,"Rivarola, Jaime Lopez",0,NA,NA,NA,NA,NA,NA,NA,NA
"1181",17029,"Rivarola, Jamie Lopez",0,NA,NA,NA,NA,NA,NA,NA,NA
"1182",17035,"Constable, Donald",0,NA,NA,NA,NA,NA,NA,NA,NA
"1183",17070,"Harrold, William",0,NA,NA,NA,NA,NA,NA,NA,NA
"1184",17174,"Tejeira, Omar",0,NA,NA,NA,NA,NA,NA,NA,NA
"1185",17199,"Martin, Bryan",0,NA,NA,NA,NA,NA,NA,NA,NA
"1186",17232,"Kim, John Young",0,NA,NA,NA,NA,NA,NA,NA,NA
"1187",17245,"Serrano, Juan Carlos",0,NA,NA,NA,NA,NA,NA,NA,NA
"1188",17260,"Gilman, Chris",0,NA,NA,NA,NA,NA,NA,NA,NA
"1189",17275,"Becker, Rafael",0,NA,NA,NA,NA,NA,NA,NA,NA
"1190",17327,"Looper, Ken",0,NA,NA,NA,NA,NA,NA,NA,NA
"1191",17366,"Mitchell, T.J.",0,NA,NA,NA,NA,NA,NA,NA,NA
"1192",17378,"Davan, Michael",0,NA,NA,NA,NA,NA,NA,NA,NA
"1193",17384,"Kim, Taewoo",0,NA,NA,NA,NA,NA,NA,NA,NA
"1194",17392,"Holland, Charlie",0,NA,NA,NA,NA,NA,NA,NA,NA
"1195",17396,"Villarreal, Armando",0,NA,NA,NA,NA,NA,NA,NA,NA
"1196",17464,"Lynn, Chip",0,NA,NA,NA,NA,NA,NA,NA,NA
"1197",17464,"Lynn, Joel",0,NA,NA,NA,NA,NA,NA,NA,NA
"1198",17510,"Straka, Sam",0,NA,NA,NA,NA,NA,NA,NA,NA
"1199",17546,"Kellen, Jeffrey",0,NA,NA,NA,NA,NA,NA,NA,NA
"1200",17547,"Long, Jace",0,NA,NA,NA,NA,NA,NA,NA,NA
"1201",17618,"Shin, Justin",0,NA,NA,NA,NA,NA,NA,NA,NA
"1202",17642,"Brown, Zahkai",0,NA,NA,NA,NA,NA,NA,NA,NA
"1203",17650,"Kuehn, Korbin",0,NA,NA,NA,NA,NA,NA,NA,NA
"1204",17719,"Eason, Greg",0,NA,NA,NA,NA,NA,NA,NA,NA
"1205",17720,"Erkenbeck, James",0,NA,NA,NA,NA,NA,NA,NA,NA
"1206",17855,"Kim, Lucas",0,NA,NA,NA,NA,NA,NA,NA,NA
"1207",17856,"Sindelar, Jamie",0,NA,NA,NA,NA,NA,NA,NA,NA
"1208",17902,"Miller, Mike",0,NA,NA,NA,NA,NA,NA,NA,NA
"1209",18046,"Faccini, Daniel",0,NA,NA,NA,NA,NA,NA,NA,NA
"1210",18075,"Hernandez, Juan Pablo",0,NA,NA,NA,NA,NA,NA,NA,NA
"1211",18162,"Fullerton, Zach",0,NA,NA,NA,NA,NA,NA,NA,NA
"1212",18185,"Cazaubón, Rodolfo",0,NA,NA,NA,NA,NA,NA,NA,NA
"1213",18190,"Hopfinger, Brad",0,NA,NA,NA,NA,NA,NA,NA,NA
"1214",18193,"Kropp, William",0,NA,NA,NA,NA,NA,NA,NA,NA
"1215",18195,"Mazziotta, Daniel",0,NA,NA,NA,NA,NA,NA,NA,NA
"1216",18217,"Kang, Matt",0,NA,NA,NA,NA,NA,NA,NA,NA
"1217",18257,"Featherstone, Colin",0,NA,NA,NA,NA,NA,NA,NA,NA
"1218",18259,"Kelpin, Barrett",0,NA,NA,NA,NA,NA,NA,NA,NA
"1219",18264,"Yonke, Curtis",0,NA,NA,NA,NA,NA,NA,NA,NA
"1220",18296,"Lee, Brandon",0,NA,NA,NA,NA,NA,NA,NA,NA
"1221",18349,"Kim, T.K.",0,NA,NA,NA,NA,NA,NA,NA,NA
"1222",18373,"Webb, Adam",0,NA,NA,NA,NA,NA,NA,NA,NA
"1223",18377,"Fair, Seth",0,NA,NA,NA,NA,NA,NA,NA,NA
"1224",18434,"Cochran, Nicholas",0,NA,NA,NA,NA,NA,NA,NA,NA
"1225",18436,"Hughes, Brian",0,NA,NA,NA,NA,NA,NA,NA,NA
"1226",18534,"Hudson, Rob",0,NA,NA,NA,NA,NA,NA,NA,NA
"1227",18535,"Madigan, Timothy",0,NA,NA,NA,NA,NA,NA,NA,NA
"1228",18551,"Woodall, Bruce",0,NA,NA,NA,NA,NA,NA,NA,NA
"1229",18590,"Hueber, Justin",0,NA,NA,NA,NA,NA,NA,NA,NA
"1230",18632,"Love, Sam",0,NA,NA,NA,NA,NA,NA,NA,NA
"1231",18633,"McIver, Brandon",0,NA,NA,NA,NA,NA,NA,NA,NA
"1232",18700,"Aylwin, Kevin",0,NA,NA,NA,NA,NA,NA,NA,NA
"1233",18713,"Lucas, Kevin",0,NA,NA,NA,NA,NA,NA,NA,NA
"1234",18791,"Gehl, Brad",0,NA,NA,NA,NA,NA,NA,NA,NA
"1235",18826,"Sparks, Hunter",0,NA,NA,NA,NA,NA,NA,NA,NA
"1236",18871,"Schall, Matt",0,NA,NA,NA,NA,NA,NA,NA,NA
"1237",19006,"Miranda, Jose Andres",0,NA,NA,NA,NA,NA,NA,NA,NA
"1238",19007,"Moncayo, Juan",0,NA,NA,NA,NA,NA,NA,NA,NA
"1239",19059,"Sakane, Michael",0,NA,NA,NA,NA,NA,NA,NA,NA
"1240",19079,"Ruiz, Gerardo",0,NA,NA,NA,NA,NA,NA,NA,NA
"1241",19103,"Rincón Gallardo, Pablo",0,NA,NA,NA,NA,NA,NA,NA,NA
"1242",19106,"Villar, Jorge",0,NA,NA,NA,NA,NA,NA,NA,NA
"1243",19232,"Smyth, Travis",0,NA,NA,NA,NA,NA,NA,NA,NA
"1244",19271,"Crouch, Timothy",0,NA,NA,NA,NA,NA,NA,NA,NA
"1245",19296,"Gallegos, Andres",0,NA,NA,NA,NA,NA,NA,NA,NA
"1246",19429,"Naidoo, Dylan",0,NA,NA,NA,NA,NA,NA,NA,NA
"1247",19451,"Smith, Shane",0,NA,NA,NA,NA,NA,NA,NA,NA
"1248",19453,"Maguire, MJ",0,NA,NA,NA,NA,NA,NA,NA,NA
"1249",19454,"Dominguez, Matias",0,NA,NA,NA,NA,NA,NA,NA,NA
"1250",19468,"Varadan, Khavish",0,NA,NA,NA,NA,NA,NA,NA,NA
"1251",19472,"McGowan, Michael",0,NA,NA,NA,NA,NA,NA,NA,NA
"1252",19475,"Refioglu, Dalan",0,NA,NA,NA,NA,NA,NA,NA,NA
"1253",19476,"Reimers, Johann",0,NA,NA,NA,NA,NA,NA,NA,NA
"1254",19479,"Steger, Eric",0,NA,NA,NA,NA,NA,NA,NA,NA
"1255",19480,"Trasamar, Jon",0,NA,NA,NA,NA,NA,NA,NA,NA
"1256",19488,"Vitienes, Ernesto",0,NA,NA,NA,NA,NA,NA,NA,NA
"1257",19496,"Rodriguez Cacho, Roberto",0,NA,NA,NA,NA,NA,NA,NA,NA
"1258",19541,"Davis, Henry",0,NA,NA,NA,NA,NA,NA,NA,NA
"1259",19554,"Cohen, Max",0,NA,NA,NA,NA,NA,NA,NA,NA
"1260",19592,"Howe, T.J.",0,NA,NA,NA,NA,NA,NA,NA,NA
"1261",19594,"Chang, Derek",0,NA,NA,NA,NA,NA,NA,NA,NA
"1262",19732,"Bell, Robert",0,NA,NA,NA,NA,NA,NA,NA,NA
"1263",19739,"Edmondson, Zachary",0,NA,NA,NA,NA,NA,NA,NA,NA
"1264",19746,"Letson, Doug",0,NA,NA,NA,NA,NA,NA,NA,NA
"1265",19750,"Marinell, Chase",0,NA,NA,NA,NA,NA,NA,NA,NA
"1266",19759,"Pinizzotto, Matthew",0,NA,NA,NA,NA,NA,NA,NA,NA
"1267",19770,"Thelen, Joel",0,NA,NA,NA,NA,NA,NA,NA,NA
"1268",19775,"Worrell, Chris",0,NA,NA,NA,NA,NA,NA,NA,NA
"1269",19804,"Valverde, Enrique",0,NA,NA,NA,NA,NA,NA,NA,NA
"1270",19829,"Martinson, Mikel",0,NA,NA,NA,NA,NA,NA,NA,NA
"1271",19830,"Yates, Greg",0,"Yates, Greg",10027,NA,NA,NA,"Right",NA,"https://www.espn.com/golf/player/_/id/10027/greg-yates"
"1272",19868,"Mabrey, Matt",0,NA,NA,NA,NA,NA,NA,NA,NA
"1273",19887,"Franklin, Alex",0,NA,NA,NA,NA,NA,NA,NA,NA
"1274",19937,"Steffen, Zach",0,NA,NA,NA,NA,NA,NA,NA,NA
"1275",19939,"Huff, Graysen",0,NA,NA,NA,NA,NA,NA,NA,NA
"1276",20453,"Meyers, Cameron",0,NA,NA,NA,NA,NA,NA,NA,NA
"1277",20462,"Venezio, Daniel",0,NA,NA,NA,NA,NA,NA,NA,NA
"1278",20549,"Wolfes, Scott",0,NA,NA,NA,NA,NA,NA,NA,NA
"1279",20550,"Malec, Christopher",0,NA,NA,NA,NA,NA,NA,NA,NA
"1280",20918,"Ieremia, Denzel",0,NA,NA,NA,NA,NA,NA,NA,NA
"1281",20921,"Morgan-Birke, Gabriel",0,NA,NA,NA,NA,NA,NA,NA,NA
"1282",20974,"Hernández, José Antonio",0,NA,NA,NA,NA,NA,NA,NA,NA
"1283",20975,"Maruri, Nicholas",0,NA,NA,NA,NA,NA,NA,NA,NA
"1284",20997,"Hallberg, Eric",0,NA,NA,NA,NA,NA,NA,NA,NA
"1285",21152,"Bautista, Austin",0,NA,NA,NA,NA,NA,NA,NA,NA
"1286",21244,"Jaramillo, Esteban",0,NA,NA,NA,NA,NA,NA,NA,NA
"1287",21303,"De Decker, Andre",0,NA,NA,NA,NA,NA,NA,NA,NA
"1288",21321,"Murphy, Will",0,NA,NA,NA,NA,NA,NA,NA,NA
"1289",21324,"Saxon, Charlie",0,NA,NA,NA,NA,NA,NA,NA,NA
"1290",21328,"Valentine, Trey",0,NA,NA,NA,NA,NA,NA,NA,NA
"1291",21329,"Whelan, Jack",0,NA,NA,NA,NA,NA,NA,NA,NA
"1292",21376,"Wang, Charles",0,NA,NA,NA,NA,NA,NA,NA,NA
"1293",21380,"Dobbelaar, Louis",0,NA,NA,NA,NA,NA,NA,NA,NA
"1294",21427,"Beck, Jimmy",0,NA,NA,NA,NA,NA,NA,NA,NA
"1295",21502,"Brunner, Brad",0,NA,NA,NA,NA,NA,NA,NA,NA
"1296",21892,"Lee, David",0,NA,NA,NA,NA,NA,NA,NA,NA
"1297",21897,"Parkinson, Joe",0,NA,NA,NA,NA,NA,NA,NA,NA
"1298",21905,"Tolladay, Michael",0,NA,NA,NA,NA,NA,NA,NA,NA
"1299",21941,"Fletcher, Spencer",0,NA,NA,NA,NA,NA,NA,NA,NA
"1300",22087,"Paul, Jeremy",0,NA,NA,NA,NA,NA,NA,NA,NA
"1301",22204,"Marsico, Max",0,NA,NA,NA,NA,NA,NA,NA,NA
"1302",22207,"Van Horne, Ashton",0,NA,NA,NA,NA,NA,NA,NA,NA
"1303",22254,"Marriott, Jake",0,NA,NA,NA,NA,NA,NA,NA,NA
"1304",22456,"Bateman, Andrew",0,NA,NA,NA,NA,NA,NA,NA,NA
"1305",22459,"O'Neill, Chris",0,NA,NA,NA,NA,NA,NA,NA,NA
"1306",22466,"Devault, Jace",0,NA,NA,NA,NA,NA,NA,NA,NA
"1307",22736,"Rosenmueller, Thomas",0,NA,NA,NA,NA,NA,NA,NA,NA
"1308",22770,"Andrews, Bo",0,NA,NA,NA,NA,NA,NA,NA,NA
"1309",22832,"Gomez, Santiago",0,NA,NA,NA,NA,NA,NA,NA,NA
"1310",22836,"Rubio, Gonzalo",0,NA,NA,NA,NA,NA,NA,NA,NA
"1311",22951,"Bradshaw, Thomas",0,NA,NA,NA,NA,NA,NA,NA,NA
"1312",22952,"Kalozdi, Camilo",0,NA,NA,NA,NA,NA,NA,NA,NA
"1313",22977,"Dornes, JD",0,NA,NA,NA,NA,NA,NA,NA,NA
"1314",22979,"Kelly, Tee-K",0,NA,NA,NA,NA,NA,NA,NA,NA
"1315",22979,"Kelly, Timothy",0,NA,NA,NA,NA,NA,NA,NA,NA
"1316",22986,"Tuten, Shad",0,NA,NA,NA,NA,NA,NA,NA,NA
"1317",22987,"Wedel, Fred",0,NA,NA,NA,NA,NA,NA,NA,NA
"1318",22987,"Wedel, Frederick",0,NA,NA,NA,NA,NA,NA,NA,NA
"1319",23015,"Denlinger, David",0,NA,NA,NA,NA,NA,NA,NA,NA
"1320",23050,"Creighton, Peter",0,NA,NA,NA,NA,NA,NA,NA,NA
"1321",23054,"Bryan, IV, George",0,NA,NA,NA,NA,NA,NA,NA,NA
"1322",23101,"Lewis, Myles",0,NA,NA,NA,NA,NA,NA,NA,NA
"1323",23140,"Smith, Trevor",0,NA,NA,NA,NA,NA,NA,NA,NA
"1324",23430,"Capps, Miller",0,NA,NA,NA,NA,NA,NA,NA,NA
"1325",23431,"Vartelas, Geoff",0,NA,NA,NA,NA,NA,NA,NA,NA
"1326",23436,"Wiggins, Victor",0,NA,NA,NA,NA,NA,NA,NA,NA
"1327",23455,"Brame, Grady",0,NA,NA,NA,NA,NA,NA,NA,NA
"1328",23463,"Finnell, Skyler",0,NA,NA,NA,NA,NA,NA,NA,NA
"1329",23477,"Palmer, Blake",0,NA,NA,NA,NA,NA,NA,NA,NA
"1330",23479,"Picanso, Matthew",0,NA,NA,NA,NA,NA,NA,NA,NA
"1331",23484,"Stringfellow, Daniel",0,NA,NA,NA,NA,NA,NA,NA,NA
"1332",23485,"Walsh, Sean",0,NA,NA,NA,NA,NA,NA,NA,NA
"1333",23504,"Hoey, Richard",0,NA,NA,NA,NA,NA,NA,NA,NA
"1334",23533,"Smith, Derek",0,NA,NA,NA,NA,NA,NA,NA,NA
"1335",23534,"Titsworth, Beau",0,NA,NA,NA,NA,NA,NA,NA,NA
"1336",23535,"Tynan, Tim",0,NA,NA,NA,NA,NA,NA,NA,NA
"1337",23597,"Kelly, Scott",0,NA,NA,NA,NA,NA,NA,NA,NA
"1338",23598,"Ricard, Eric",0,NA,NA,NA,NA,NA,NA,NA,NA
"1339",23605,"Jacobs, Carson",0,NA,NA,NA,NA,NA,NA,NA,NA
"1340",23607,"Yankovich, Nathan",0,NA,NA,NA,NA,NA,NA,NA,NA
"1341",23712,"Gonda, Travis",0,NA,NA,NA,NA,NA,NA,NA,NA
"1342",23713,"Korte, Dustin",0,NA,NA,NA,NA,NA,NA,NA,NA
"1343",23727,"Guthmiller, Jace",0,NA,NA,NA,NA,NA,NA,NA,NA
"1344",23728,"Reinertson, Rylee",0,NA,NA,NA,NA,NA,NA,NA,NA
"1345",23735,"Quinones, Douglas",0,NA,NA,NA,NA,NA,NA,NA,NA
"1346",23736,"Weems, Josh",0,NA,NA,NA,NA,NA,NA,NA,NA
"1347",23743,"Sanders, David",0,NA,NA,NA,NA,NA,NA,NA,NA
"1348",23805,"Bryant, Justin",0,NA,NA,NA,NA,NA,NA,NA,NA
"1349",23806,"Zech, Ryan",0,NA,NA,NA,NA,NA,NA,NA,NA
"1350",23809,"Curry, Stephen",0,NA,NA,NA,NA,NA,NA,NA,NA
"1351",23810,"McNealy, Colt",0,NA,NA,NA,NA,NA,NA,NA,NA
"1352",23841,"Neergaard-Petersen, Rasmus",0,NA,NA,NA,NA,NA,NA,NA,NA
"1353",23851,"Huddy, Walker",0,NA,NA,NA,NA,NA,NA,NA,NA
"1354",23888,"McCarthy, Brax",0,NA,NA,NA,NA,NA,NA,NA,NA
"1355",23888,"McCarthy, James",0,NA,NA,NA,NA,NA,NA,NA,NA
"1356",23925,"Flenniken, Casey",0,NA,NA,NA,NA,NA,NA,NA,NA
"1357",23926,"Hawkins, Brad",0,NA,NA,NA,NA,NA,NA,NA,NA
"1358",23927,"Termeer, Tayler",0,NA,NA,NA,NA,NA,NA,NA,NA
"1359",23980,"Kalia, Samer",0,NA,NA,NA,NA,NA,NA,NA,NA
"1360",24037,"Torres, Luis Felipe",0,NA,NA,NA,NA,NA,NA,NA,NA
"1361",24091,"Voke, Nick",0,NA,NA,NA,NA,NA,NA,NA,NA
"1362",24170,"List, Danny",0,NA,NA,NA,NA,NA,NA,NA,NA
"1363",24297,"Cheung, Matthew",0,NA,NA,NA,NA,NA,NA,NA,NA
"1364",24347,"Gorospe, Lemon",0,NA,NA,NA,NA,NA,NA,NA,NA
"1365",24374,"Bell, Julio",0,NA,NA,NA,NA,NA,NA,NA,NA
"1366",24462,"Siegler, Ryan",0,NA,NA,NA,NA,NA,NA,NA,NA
"1367",24463,"Sluman, Trevor",0,NA,NA,NA,NA,NA,NA,NA,NA
"1368",24467,"Ruiz, Alfredo",0,NA,NA,NA,NA,NA,NA,NA,NA
"1369",24490,"Galletti, Nicolo",0,NA,NA,NA,NA,NA,NA,NA,NA
"1370",24493,"Lee, Joshua",0,NA,NA,NA,NA,NA,NA,NA,NA
"1371",24500,"White, Peyton",0,NA,NA,NA,NA,NA,NA,NA,NA
"1372",24523,"Davenport, Riley",0,NA,NA,NA,NA,NA,NA,NA,NA
"1373",24524,"Smith, Michael A",0,NA,NA,NA,NA,NA,NA,NA,NA
"1374",24525,"Dunn, Matthew",0,NA,NA,NA,NA,NA,NA,NA,NA
"1375",24541,"Yeung, Motin",0,NA,NA,NA,NA,NA,NA,NA,NA
"1376",24542,"Hopke, Wehman",0,NA,NA,NA,NA,NA,NA,NA,NA
"1377",24563,"Beltran, Mario",0,NA,NA,NA,NA,NA,NA,NA,NA
"1378",24585,"Higgs, Alex",0,NA,NA,NA,NA,NA,NA,NA,NA
"1379",24599,"Shaun, Corey",0,NA,NA,NA,NA,NA,NA,NA,NA
"1380",24714,"McClung, Mac",0,NA,NA,NA,NA,NA,NA,NA,NA
"1381",24741,"Boteler, Wade",0,NA,NA,NA,NA,NA,NA,NA,NA
"1382",24742,"Davis, Taylor",0,NA,NA,NA,NA,NA,NA,NA,NA
"1383",24743,"Howard, Cory",0,NA,NA,NA,NA,NA,NA,NA,NA
"1384",24907,"Owen, Jake",0,NA,NA,NA,NA,NA,NA,NA,NA
"1385",24939,"Blickle, Alex",0,NA,NA,NA,NA,NA,NA,NA,NA
"1386",24940,"Hearden, Richard",0,NA,NA,NA,NA,NA,NA,NA,NA
"1387",24942,"Liringis, Matt",0,NA,NA,NA,NA,NA,NA,NA,NA
"1388",24946,"Kraivixien, Ray",0,NA,NA,NA,NA,NA,NA,NA,NA
"1389",24964,"Elmore, Ryan",0,NA,NA,NA,NA,NA,NA,NA,NA
"1390",24984,"Cromie, Michael",0,NA,NA,NA,NA,NA,NA,NA,NA
"1391",24986,"Waters, Barrett",0,NA,NA,NA,NA,NA,NA,NA,NA
"1392",24992,"Maccaglia, Anthony",0,NA,NA,NA,NA,NA,NA,NA,NA
"1393",25005,"Vernon, Carr",0,NA,NA,NA,NA,NA,NA,NA,NA
"1394",25007,"Springer, Alex",0,NA,NA,NA,NA,NA,NA,NA,NA
"1395",25023,"Hayes, Bo",0,NA,NA,NA,NA,NA,NA,NA,NA
"1396",25032,"Oshrine, Matthew",0,NA,NA,NA,NA,NA,NA,NA,NA
"1397",25033,"Bass, Thomas",0,NA,NA,NA,NA,NA,NA,NA,NA
"1398",25037,"Hudson, Daniel",0,NA,NA,NA,NA,NA,NA,NA,NA
"1399",25038,"Jelley, Brendon",0,NA,NA,NA,NA,NA,NA,NA,NA
"1400",25093,"Churchman, Cory",0,NA,NA,NA,NA,NA,NA,NA,NA
"1401",25133,"Overstreet, Mason",0,NA,NA,NA,NA,NA,NA,NA,NA
"1402",25149,"Fanonnel, Guillaume",0,NA,NA,NA,NA,NA,NA,NA,NA
"1403",25155,"Kelley, Blake",0,NA,NA,NA,NA,NA,NA,NA,NA
